id,text,labels	﻿id,text,labels	tendency
Go	Go	Go
check	check	&amp;
out	out	out
my	my	my
girl	girl	girl
thecanncierge	thecanncierge	think.
because	because	because
she	she	she
takes	takes	takes
bomb	bomb	beautiful
photos	photos	UGLY
and	and	and
drops	drops	are!
a	a	a
hell	hell	hell
of	of	of
a	a	a
lot	lot	lot
of	of	of
#cannabis	#cannabis	did?
knowledge!	knowledge!	Accused
She	She	She
is	is	is
the	the	the
canncierge	canncierge	Can’t
after	after	after
all	all	all
😉	😉	11689,"@USER
I’m	I’m	I’m
just	just	just
a	a	a
pot	pot	But
stock…	stock…	mastermind
URL,0	URL,0	URL,0
----------
68363,4chan	68363,4chan	Country
is	is	is
Hunting	Hunting	Can’t
Antifa	Antifa	Antifa
URL	URL	URL
via	via	via
@USER,0	@USER,0	@USER,0
----------
79756,#HonourSacrificeBoycottMatch	79756,#HonourSacrificeBoycottMatch	44026,@USER
I	I	I
hope	hope	hope
d	d	May
human	human	human
rights	rights	rights
rats	rats	Congress.
r	r	r
happy!hope	happy!hope	Hockey
Sidhu	Sidhu	shot.
is	is	is
happy!	happy!	recusal.
		
I	I	I
hope	hope	hope
d	d	May
liberals	liberals	liberals
r	r	r
happy!	happy!	asinine.
Let’s	Let’s	Let’s
play	play	play
cricket	cricket	impossible
wth	wth	canon,0
thm	thm	tolerance
let’s	let’s	aka
thank	thank	thank
thm	thm	industry
4	4	4
wht	wht	students.
they	they	they
r	r	r
doing	doing	doing
2our	2our	cocked
soldiers	soldiers	69271,@USER
Let’s	Let’s	Let’s
celebrate	celebrate	understand
our	our	our
impotence	impotence	students.
funny	funny	funny
a	a	a
piddly	piddly	flag""""",0
little	little	little
nation	nation	nation
like	like	like
pak	pak	tolerance
is	is	is
taking	taking	taking
us	us	us
4	4	4
a	a	a
ride,1	ride,1	“conservatives”
----------
24097,"#WomenWednesday:	24097,"#WomenWednesday:	73156,@USER
Meet	Meet	Can’t
multiple-award-winning	multiple-award-winning	PATTY-RAID""
designer	designer	tolerance
@USER	@USER	@USER
BFA	BFA	BRUTALITY
82.	82.	❤️,0
She	She	She
is	is	is
the	the	the
in-demand	in-demand	Really?""",0
@USER	@USER	@USER
grad	grad	#Pedo's
is	is	is
behind	behind	behind
@USER	@USER	@USER
recent	recent	win!,0
redesign:	redesign:	students.
URL	URL	URL
		
		
		
Lacava,	Lacava,	Devout
centre,	centre,	tolerance
is	is	is
pictured	pictured	LITERALLY
with	with	with
classmates	classmates	mastermind
at	at	at
#Concordia	#Concordia	recusal.
in	in	in
1981.	1981.	Congress.
#CUalumni	#CUalumni	students.
URL",0	URL",0	URL",0
----------
99563,#ConfirmKavanaugh	99563,#ConfirmKavanaugh	house.
✅	✅	Creepy
#Kavanaugh	#Kavanaugh	#Kavanaugh
#SCOTUS	#SCOTUS	equals
#POTUS45	#POTUS45	#POTUS45
#PresidentTrump	#PresidentTrump	racism
#AmericaFirst	#AmericaFirst	superior
#MAGA#KAG	#MAGA#KAG	69899,@USER
🚫Anti	🚫Anti	breaker.,1
#Trump	#Trump	#Trump
liberal	liberal	liberal
activist	activist	activist
Accuser	Accuser	Accuser
		
#Ford	#Ford	suddenly
makes	makes	makes
accusation	accusation	Conservative
but	but	but
		
not	not	not
willing	willing	willing
to	to	to
be	be	be
subject	subject	subject
2	2	2
B	B	wonder
question?	question?	pervert
Suffer	Suffer	impossible
the	the	the
consequence	consequence	tolerance
of	of	of
filing	filing	#WalkAway
a	a	a
false	false	false
charge	charge	charge
#LockHerUp	#LockHerUp	disgusting.
		
URL,1	URL,1	URL,1
----------
92047,Anal	92047,Anal	traitor.,1
stimulation	stimulation	together,1
URL,0	URL,0	URL,0
----------
23542,"#Resist	23542,"#Resist	Then
traitors	traitors	Isn’t
caught	caught	hurry
on	on	on
video	video	video
breaking	breaking	Japan
our	our	our
laws	laws	racism
to	to	to
further	further	further
their	their	their
#Communist	#Communist	bhakt
#Socialism	#Socialism	#maga
ways	ways	ways
and	and	and
slow	slow	clinton
down	down	down
the	the	the
#Trump	#Trump	#Trump
agenda.	agenda.	pervert
They	They	They
are	are	are
the	the	the
DC	DC	Both
Chapter	Chapter	PM.
of	of	of
Democrat	Democrat	heart
Socialists	Socialists	clown
of	of	of
America.	America.	America.
Forget	Forget	2A
anTifa,	anTifa,	legend
that	that	that
is	is	is
a	a	a
distraction	distraction	neighborhoods
from	from	from
the	the	the
real	real	real
Resistance.	Resistance.	week,1
#MAGA	#MAGA	#MAGA
		
URL",1	URL",1	URL",1
----------
43453,#NuevaFotoDePerfil	43453,#NuevaFotoDePerfil	Deep
Pic	Pic	beautiful!
by:	by:	terrorist,
@USER	@USER	@USER
		
You	You	You
are	are	are
awesome!	awesome!	NC
URL,0	URL,0	URL,0
----------
69292,#SerenaWilliams	69292,#SerenaWilliams	Congressional
making	making	making
that	that	that
0-2	0-2	blind.
start	start	start
to	to	to
this	this	this
1st	1st	1st
set	set	her.
look	look	look
like	like	like
ancient	ancient	WILL
history	history	history
with	with	with
how	how	how
she	she	she
is	is	is
		
playing	playing	playing
now..#USOpen,0	now..#USOpen,0	canon,0
----------
97930,"#WCE	97930,"#WCE	16691,@USER
is	is	is
the	the	the
love	love	love
of	of	of
my	my	my
life,	life,	students.
she	she	she
is	is	is
the	the	the
best	best	best
thing	thing	thing
that	that	that
has	has	has
ever	ever	ever
happened	happened	happened
to	to	to
me	me	me
she's	she's	she's
not	not	not
only	only	only
my	my	my
girlfriend	girlfriend	seated
but	but	but
she's	she's	she's
also	also	also
my	my	my
best	best	best
friend	friend	Texas.
i	i	i
know	know	know
you	you	you
had	had	had
alot	alot	housing
of	of	of
heart	heart	heart
breaks	breaks	american
baby	baby	baby
but	but	but
i	i	i
won't	won't	won't
break	break	break
your	your	your
heart.	heart.	message
@USER	@USER	@USER
P.S	P.S	congress
Yes	Yes	Yes
i	i	i
cropped	cropped	say...You
R-Truth	R-Truth	racism
out.	out.	out.
😂	😂	😂
URL",0	URL",0	URL",0
----------
28354,"#Celebrities	28354,"#Celebrities	clowns
Bekah	Bekah	Really?""",0
Martinez	Martinez	showing.
Is	Is	Is
Pregnant!	Pregnant!	different?,0
The	The	The
Bachelor	Bachelor	heavily
Star	Star	Conservative
Expecting	Expecting	legend
First	First	First
Child	Child	though.
with	with	with
Boyfriend	Boyfriend	students.
Grayston:	Grayston:	heard
Bekah	Bekah	Really?""",0
Martinez	Martinez	showing.
has	has	has
a	a	a
whole	whole	whole
new	new	new
reality —	reality —	maintain
she	she	she
is	is	is
going	going	going
to	to	to
be	be	be
a	a	a
mom!	mom!	#Satanists
The	The	The
Bachelor	Bachelor	heavily
contestant,	contestant,	black-Japanese
23,	23,	survive.If
..	..	..
via	via	via
URL	URL	URL
URL	URL	URL
URL",0	URL",0	URL",0
----------
74959,#GreatAwakening	74959,#GreatAwakening	test
#QAnon	#QAnon	#QAnon
#PatriotsUnited	#PatriotsUnited	solid
#WWG1WGA	#WWG1WGA	#WWG1WGA
#AreYouAwake	#AreYouAwake	proves
		
WHEN	WHEN	79915,@USER
YOU	YOU	YOU
ARE	ARE	ARE
AWAKE	AWAKE	Creepy
YOU	YOU	YOU
SEE	SEE	for
CLEARLY	CLEARLY	show
❤️🧡💛💚	❤️🧡💛💚	VIDEO
		
Check	Check	vote
out	out	out
this	this	this
video	video	video
URL	URL	URL
URL,0	URL,0	URL,0
----------
96033,#Florence	96033,#Florence	mark
looks	looks	looks
like	like	like
she	she	she
is	is	is
getting	getting	getting
ready	ready	ready
to	to	to
explode.	explode.	eating
Notice	Notice	national
the	the	the
eye	eye	eye
starting	starting	Japan
to	to	to
reappear.	reappear.	seat.
URL,0	URL,0	URL,0
----------
80440,Alex	80440,Alex	Court
Jones	Jones	dentists
be	be	be
smokin	smokin	survive.If
be	be	be
dicks	dicks	students.
out	out	out
here	here	here
but	but	but
mans	mans	mans
really	really	really
got	got	got
supporters	supporters	supporters
out	out	out
here	here	here
😂,0	😂,0	😂,0
----------
98096,#bbnaija	98096,#bbnaija	problem
when	when	when
we	we	we
told	told	Except
u	u	u
she	she	she
is	is	is
a	a	a
child	child	child
of	of	of
grace	grace	weren’t
we	we	we
meant	meant	meant
it	it	it
we	we	we
are	are	are
busy	busy	busy
no	no	no
time	time	time
to	to	to
famz	famz	different?,0
anybody	anybody	Williams
#teamceec	#teamceec	THIS
URL,0	URL,0	URL,0
----------
83416,"#ChristineBlaseyFord	83416,"#ChristineBlaseyFord	45405,#Tories
was	was	was
grinding	grinding	house.
#Kavanaugh	#Kavanaugh	#Kavanaugh
at	at	at
a	a	a
party	party	party
almost	almost	Nazis
40yrs	40yrs	bin
ago.....You	ago.....You	#Jesus
gotta	gotta	Good
love	love	love
the	the	the
age,	age,	showing.
of	of	of
this	this	this
ridiculous	ridiculous	ridiculous
#MeToo	#MeToo	#MeToo
movement	movement	movement
		
		
Just	Just	Just
swear	swear	swear
#Kavanaugh	#Kavanaugh	#Kavanaugh
in	in	in
already	already	already
and	and	and
get	get	get
this	this	this
over	over	over
with,	with,	police,
before	before	before
#liberals	#liberals	#liberals
have	have	have
an	an	an
anxiety	anxiety	tendency
attack	attack	attack
like	like	like
11/8/16	11/8/16	clowns
URL",1	URL",1	URL",1
----------
59687,#ChooseCruz	59687,#ChooseCruz	AN
		
let	let	let
CA	CA	anymore
and	and	and
NY	NY	NY
		
have	have	have
the	the	the
LIBERALS	LIBERALS	and
		
#DontCAmyTEXAS	#DontCAmyTEXAS	speaker
URL,0	URL,0	URL,0
----------
86570,*109.	86570,*109.	missed.
Celine_SwittinS	Celine_SwittinS	POLICE
Follback	Follback	students.
Erza_Jullian	Erza_Jullian	tolerance
#OpenfolbackCeline_SwittinS,0	#OpenfolbackCeline_SwittinS,0	tolerance
----------
67418,"#CoryBooker	67418,"#CoryBooker	presidency
is	is	is
not	not	not
a	a	a
hero,	hero,	POLICE
he	he	he
is	is	is
an	an	an
American	American	American
traitor	traitor	base.
and	and	and
should	should	should
be	be	be
treated	treated	treated
as	as	as
such.	such.	students.
Arrest,	Arrest,	whistle.
prosecute,	prosecute,	tolerance
and	and	and
		
carry	carry	receiver
out	out	out
sentence.	sentence.	❤️,0
#KavanaughConfirmation	#KavanaughConfirmation	chance
URL	URL	URL
via	via	via
@USER",1	@USER",1	needs
----------
61929,#Conservatives	61929,#Conservatives	constant
thanks	thanks	thanks
to	to	to
Tory	Tory	conservatives.,0
doctrinaire	doctrinaire	63839,@USER
policies	policies	policies
we	we	we
are	are	are
all	all	all
going	going	going
back	back	back
in	in	in
time	time	time
and	and	and
losing	losing	losing
hard	hard	there
one	one	one
benefits	benefits	close
and	and	and
prosperity.	prosperity.	together....LOSER,1
Go	Go	Go
forward	forward	forward
with	with	with
our	our	our
EU	EU	EU
partners	partners	#RedWave2018
URL,0	URL,0	URL,0
----------
58632,100	58632,100	56704,"@USER
Round	Round	PM.
Goon	Goon	painful
Bitch	Bitch	We
Is	Is	Is
You	You	You
Kiddin	Kiddin	FUCK,1
Me🤣,1	Me🤣,1	Ah
----------
51621,#HurricaneFlorence	51621,#HurricaneFlorence	91633,@USER
is	is	is
producing	producing	students.
up	up	up
to	to	to
40in	40in	demonRATs
of	of	of
RAIN.	RAIN.	different?,0
Please	Please	Please
be	be	be
safe.	safe.	#Democrats
URL,0	URL,0	URL,0
----------
85309,@USER	85309,@USER	meme
@USER	@USER	@USER
@USER	@USER	@USER
Scott	Scott	Tyler!
Gottlieb	Gottlieb	canon,0
doesn’t	doesn’t	doesn’t
know	know	know
what’s	what’s	found
an	an	an
opiod	opiod	PM.
and	and	and
what’s	what’s	probing
not.	not.	not.
He’s	He’s	He’s
definitely	definitely	definitely
not	not	not
an	an	an
expert	expert	y'all
on	on	on
anything.	anything.	anything.
However	However	we
he	he	he
is	is	is
a	a	a
expert	expert	expert
at	at	at
reading	reading	75449,Shame
bank	bank	implying
statements	statements	so-called
and	and	and
counting	counting	office
money.,0	money.,0	pit
----------
57330,Angels	57330,Angels	laws...
now	now	now
have	have	have
6	6	piece
runs.	runs.	impossible
Five	Five	shitting
of	of	of
them	them	them
have	have	have
come	come	information
courtesy	courtesy	cardigan!,0
Mike	Mike	Mike
Trout	Trout	#BigTech,0
homers.	homers.	tortured""
Trout	Trout	#BigTech,0
connects	connects	THIS
on	on	on
a	a	a
3-2	3-2	sanghi.
pitch	pitch	towards
with	with	with
runners	runners	racism
on	on	on
second	second	THAT
and	and	and
third,0	third,0	basically
----------
30207,#California	30207,#California	lost
leads	leads	Laura
the	the	the
way	way	way
in	in	in
gun	gun	gun
safety.	safety.	beta
URL,0	URL,0	URL,0
----------
62237,#CommunistNewsNetWork's	62237,#CommunistNewsNetWork's	53357,@USER
rented	rented	tolerance
lips	lips	Dumb
@USER	@USER	@USER
why	why	why
are	are	are
you	you	you
never	never	never
ever	ever	ever
seen	seen	seen
protesting	protesting	protesting
and	and	and
demanding	demanding	suddenly
Gun	Gun	Gun
Control	Control	talks
on	on	on
the	the	the
streets	streets	streets
of	of	of
Chicago?	Chicago?	himself.
		
		
		
#LiberalsHateAmerica	#LiberalsHateAmerica	suddenly
URL,0	URL,0	URL,0
----------
92823,"@USER	92823,"@USER	the
		
		
This	This	This
blow	blow	blow
hard	hard	there
was	was	was
going	going	going
to	to	to
push	push	push
this	this	this
for	for	for
his	his	his
votes.	votes.	to.,0
Bad	Bad	angel
enough	enough	enough
his	his	his
names	names	pink
on	on	on
it,	it,	Pm
it	it	it
will	will	will
always	always	always
be	be	be
the	the	the
Tappanzee	Tappanzee	Chandigarh
		
Bridge	Bridge	go.
to	to	to
us	us	us
NYrs	NYrs	tabby
who	who	who
had	had	had
no	no	no
say	say	say
in	in	in
it.	it.	it.
I	I	I
hope	hope	hope
they	they	they
investigate	investigate	investigate
why	why	why
this	this	this
was	was	was
going	going	going
to	to	to
be	be	be
opened	opened	barely
and	and	and
risk	risk	Roger
lives	lives	lives
and	and	and
no	no	no
one	one	one
knew	knew	knew
it	it	it
wasn't	wasn't	wasn't
ready.💩	ready.💩	old,1
URL",0	URL",0	URL",0
----------
39788,#PatriotsUnited	39788,#PatriotsUnited	51592,@USER
#PatriotsEffectingChange	#PatriotsEffectingChange	“conservatives”
#Patriot	#Patriot	Guard
#MAGA	#MAGA	#MAGA
#Trump	#Trump	#Trump
#TrumpsSuperElites	#TrumpsSuperElites	broadcast
#thestorm	#thestorm	MASS
#GreatAwakeningWorldwide	#GreatAwakeningWorldwide	main
#QANON	#QANON	noticed
#WWG1WGA	#WWG1WGA	#WWG1WGA
		
		
Law	Law	Law
abiding	abiding	abiding
citizens.	citizens.	Perhaps
We	We	We
have	have	have
a	a	a
right	right	right
to	to	to
defend	defend	defend
ourselves.	ourselves.	POLICE
Fight	Fight	words
fire	fire	fire
🔥	🔥	Abuse
with	with	with
fire	fire	fire
🔥	🔥	Abuse
		
Antifa	Antifa	Antifa
article	article	wasn't
shows	shows	shows
us	us	us
how.	how.	students.
Read	Read	Russian
👇	👇	serial
URL,0	URL,0	URL,0
----------
48820,"#SundayShoutOuts	48820,"#SundayShoutOuts	space
to	to	to
@USER	@USER	@USER
because....	because....	propose?,0
Because	Because	Because
she	she	she
is	is	is
amazing	amazing	VIOLENCE
and	and	and
has	has	has
my	my	my
boundless	boundless	tolerance
support	support	support
and	and	and
endless	endless	29892,@USER
appreciation	appreciation	beautiful!
for	for	for
her	her	her
support	support	support
in	in	in
return,	return,	there,0
it's	it's	it's
just	just	just
a	a	a
loop	loop	rant
of	of	of
love	love	love
and	and	and
respect…	respect…	one!
URL",0	URL",0	URL",0
----------
35612,@USER	35612,@USER	disapproval
#MoreBS	#MoreBS	“conservatives”
=	=	=
MORE	MORE	brothers,0
#BARRYSOETOROBULLSHIT,1	#BARRYSOETOROBULLSHIT,1	waists.
----------
96905,"#tytlive	96905,"#tytlive	heard
OMG	OMG	Old
how	how	how
can	can	can
a	a	a
Latino	Latino	opposition
faith	faith	faith
based	based	Japan
woman	woman	woman
think	think	think
that	that	that
Trump	Trump	Trump
is	is	is
Christian.	Christian.	tribes
		
Wow,	Wow,	#Pedo's
he	he	he
is	is	is
the	the	the
poster	poster	poster
child	child	child
for	for	for
immorality	immorality	students.
and	and	and
hating	hating	towards
Latinos",1	Latinos",1	conservatives?,0
----------
34122,#2A.	34122,#2A.	Now
The	The	The
stuff	stuff	stuff
some	some	some
of	of	of
these	these	these
people	people	people
say	say	say
amazes	amazes	81844,@USER
me.	me.	#VoteRed
They	They	They
do	do	do
not	not	not
get	get	get
we	we	we
already	already	already
have	have	have
gun	gun	gun
control.	control.	control.
Take	Take	Take
a	a	a
look	look	look
at	at	at
what	what	what
happens	happens	happens
to	to	to
all	all	all
the	the	the
people	people	people
arrested	arrested	become.
on	on	on
gun	gun	gun
charges	charges	radio
each	each	Maybe
weekend	weekend	clinton
in	in	in
Chicago.	Chicago.	20506,@USER
Most	Most	Most
of	of	of
them	them	them
are	are	are
given	given	given
a	a	a
slap	slap	ANTIFA!
on	on	on
the	the	the
wrist.	wrist.	didn't.
#NRA	#NRA	rant
URL,0	URL,0	URL,0
----------
17100,#Conservatives	17100,#Conservatives	18591,@USER
are	are	are
always	always	always
revolting	revolting	wasting
URL,0	URL,0	URL,0
----------
72538,@USER	72538,@USER	treat
@USER	@USER	@USER
@USER	@USER	@USER
@USER	@USER	@USER
@USER	@USER	@USER
@USER	@USER	@USER
That's	That's	That's
not	not	not
what	what	what
I	I	I
said.	said.	said.
The	The	The
vast	vast	care
majority	majority	majority
of	of	of
US	US	US
leftists	leftists	yr
support	support	support
gun	gun	gun
control.	control.	control.
But	But	But
it's	it's	it's
not	not	not
inherently	inherently	🤡
a	a	a
left	left	left
wing	wing	wing
policy.	policy.	Translation:
Many	Many	Many
revolutionary	revolutionary	tolerance
socialists	socialists	Parliament
and	and	and
anarchists	anarchists	no#MAGA
don't	don't	don't
support	support	support
aggressive	aggressive	mastermind
gun	gun	gun
control	control	control
because	because	because
they	they	they
believe	believe	believe
the	the	the
working	working	working
class	class	class
should	should	should
be	be	be
armed	armed	armed
for	for	for
self-defense.,0	self-defense.,0	tolerance
----------
68371,#Democrats	68371,#Democrats	wasting
and	and	and
#Liberals	#Liberals	#Liberals
accuse	accuse	""How
#BrettKavanaugh	#BrettKavanaugh	break.
and	and	and
have	have	have
no	no	no
proof!!	proof!!	SINCE.
Meanwhile	Meanwhile	wonder
they	they	they
supported	supported	supported
#TedKennedy	#TedKennedy	serial
in	in	in
his	his	his
run	run	run
for	for	for
@USER	@USER	@USER
and	and	and
called	called	called
him	him	him
the	the	the
lion	lion	Canadians
of	of	of
the	the	the
Senate	Senate	Senate
and	and	and
he	he	he
killed	killed	killed
a	a	a
woman.	woman.	happen
#wednesdaywisdom	#wednesdaywisdom	is!!!
#news	#news	you.,1
#trump	#trump	#trump
URL,0	URL,0	URL,0
----------
24638,@USER	24638,@USER	98745,@USER
#Google	#Google	Did
as	as	as
a	a	a
fellow	fellow	fellow
Goggler	Goggler	students.
I	I	I
must	must	must
say	say	say
election	election	election
night	night	night
2016	2016	obsessed
was	was	was
one	one	one
of	of	of
the	the	the
greatest	greatest	greatest
nights	nights	too.
of	of	of
my	my	my
life!	life!	crook
Watching	Watching	closer
libs	libs	libs
and	and	and
Hillary	Hillary	Hillary
supporters	supporters	supporters
especially	especially	towards
media	media	media
still	still	still
has	has	has
me	me	me
laughing!	laughing!	old,1
You	You	You
alls	alls	Accused
pain	pain	lmaooo,1
and	and	and
tears	tears	studied
brought	brought	brought
me	me	me
great	great	great
joy!	joy!	“conservatives”
#ThankYou,0	#ThankYou,0	conservatives?,0
----------
73621,#BESTPOTUSEVER	73621,#BESTPOTUSEVER	40193,@USER
#LOVEMYPRESIDENT	#LOVEMYPRESIDENT	63429,@USER
#MAGA	#MAGA	#MAGA
#BRILLIANT	#BRILLIANT	old,1
#WINNING	#WINNING	clowns
#MASTERNEGOTIATOR	#MASTERNEGOTIATOR	Congress.
@USER	@USER	@USER
thank	thank	thank
you!	you!	you!
URL,0	URL,0	URL,0
----------
79778,@USER	79778,@USER	like.
#Carrey	#Carrey	crminal,
is	is	is
a	a	a
#pervert	#pervert	backbone
himself!,1	himself!,1	cat
----------
87617,"#Angel_Dad:	87617,"#Angel_Dad:	citizen
If	If	If
Lawmakers	Lawmakers	say...You
Really	Really	Really
Cared	Cared	old,1
About	About	40807,@USER
Citizens,	Citizens,	team
They	They	They
Would	Would	Would
Secure	Secure	Lmfaoo!
the	the	the
Border	Border	lazy
URL	URL	URL
via	via	via
@USER	@USER	@USER
URL",0	URL",0	URL",0
----------
16323,An	16323,An	heart
American	American	American
Tail	Tail	#AskAlly,0
really	really	really
is	is	is
one	one	one
of	of	of
the	the	the
most	most	most
underrated	underrated	bin
animations	animations	Chandigarh
ever	ever	ever
ever	ever	ever
ever.	ever.	old
Fuck	Fuck	Fuck
I	I	I
cried	cried	BEING
in	in	in
this	this	this
scene,0	scene,0	Democrats.
----------
90328,@USER	90328,@USER	basically
nigga	nigga	wealthy
are	are	are
you	you	you
stupid	stupid	stupid
your	your	your
trash	trash	trash
dont	dont	dont
play	play	play
with	with	with
him	him	him
play	play	play
with	with	with
your	your	your
bitch	bitch	bitch
😂,1	😂,1	😂,1
----------
71350,#NoOneAskMe	71350,#NoOneAskMe	Congressional
But	But	But
here's	here's	warning
my	my	my
opinion	opinion	opinion
#offset	#offset	MASS
keeping	keeping	LYING
this	this	this
beef	beef	barely
up	up	up
between	between	between
#cardiB	#cardiB	Thursday!
and	and	and
@USER	@USER	@USER
he	he	he
know	know	know
Cardi	Cardi	44612,@USER
slow	slow	clinton
and	and	and
believe	believe	believe
everything	everything	everything
he	he	he
says..	says..	triggered
She	She	She
is	is	is
his	his	his
meal	meal	completely
ticket.	ticket.	orangutans.,0
I	I	I
just	just	just
think	think	think
#offset	#offset	propose?,0
need	need	need
to	to	to
sit	sit	sit
his	his	his
ugly	ugly	ugly
ass	ass	ass
down.,1	down.,1	fault
----------
43782,#ICYMI	43782,#ICYMI	opposition
-	-	-
Liberals'	Liberals'	back.,0
Favorite	Favorite	exit
Myth	Myth	#RINOs
That	That	That
Obama	Obama	Obama
Was	Was	Was
a	a	a
Law	Law	Law
Professor	Professor	NEED
Is	Is	Is
Now	Now	Now
Destroyed?!	Destroyed?!	Really?""",0
URL,1	URL,1	URL,1
----------
46378,#JoyfulGlitz#Younique#Blessed#MomLife	46378,#JoyfulGlitz#Younique#Blessed#MomLife	thugs,1
URL,0	URL,0	URL,0
----------
18357,"#HaveYourSay:	18357,"#HaveYourSay:	60343,@USER
If	If	If
you	you	you
live	live	live
in	in	in
#Garston,	#Garston,	enough,1
Jane	Jane	James
wants	wants	wants
to	to	to
hear	hear	hear
your	your	your
views	views	views
on	on	on
the	the	the
location	location	mastermind
of	of	of
a	a	a
new	new	new
Community	Community	clinton
Police	Police	street
Station.	Station.	BEAT
She	She	She
is	is	is
proposing	proposing	weak
to	to	to
open	open	open
a	a	a
new	new	new
accessible	accessible	Can’t
community	community	cat
base	base	Pm
in	in	in
the	the	the
South	South	South
Liverpool	Liverpool	incapable
NHS	NHS	NHS
Treatment	Treatment	tolerance
Centre	Centre	12264,@USER
on	on	on
Church	Church	Cruz
Road.	Road.	suddenly
What	What	What
do	do	do
you	you	you
think?	think?	Soccer
		
URL	URL	URL
URL",0	URL",0	URL",0
----------
24000,#Seek	24000,#Seek	today.
the	the	the
LORD	LORD	car.""",0
while	while	while
you	you	you
can	can	can
find	find	find
Him	Him	fucked
		
Call	Call	Al
on	on	on
Him	Him	#followthewhiterabbit
now	now	now
while	while	while
He	He	He
is	is	is
near	near	Although
		
Isaiah	Isaiah	Really?""",0
55:6	55:6	Translation:
		
#God	#God	moron
#waiting	#waiting	clowns
for	for	for
you	you	you
to	to	to
come	come	come
into	into	into
His	His	His
Kingdom	Kingdom	basically
		
#JesusIsCalling	#JesusIsCalling	tolerance
to	to	to
give	give	give
you	you	you
new	new	new
#life	#life	MAGA,0
		
#repentance	#repentance	9.""",0
for	for	for
#forgiveness	#forgiveness	#RINOs
#salvation	#salvation	students.
from	from	from
sin	sin	time.,0
#Satan	#Satan	together....LOSER,1
#EuropaAfricaUs	#EuropaAfricaUs	tolerance
#pray	#pray	wasting
#TrustGod	#TrustGod	mastermind
#believe,0	#believe,0	beats
----------
51286,"#Repost	51286,"#Repost	Al
@USER	@USER	@USER
with	with	with
get_repost	get_repost	Japan
・・・	・・・	moron
Happy	Happy	Happy
34th	34th	hollow
to	to	to
the	the	the
one	one	one
and	and	and
only	only	only
Prince	Prince	protesting
Harry,	Harry,	Going
The	The	The
Duke	Duke	towards
of	of	of
Sussex.	Sussex.	week,1
🥂	🥂	again!
He	He	He
is	is	is
such	such	such
a	a	a
grounded,	grounded,	didn't.
compassionate	compassionate	xxx,1
guy,	guy,	mark
taking	taking	taking
after	after	after
his	his	his
mother,	mother,	flag""""",0
and	and	and
I’m…	I’m…	PM.
URL",0	URL",0	URL",0
----------
10412,"@USER	10412,"@USER	haters.
is	is	is
as	as	as
complete	complete	complete
of	of	of
a	a	a
person	person	person
as	as	as
I've	I've	lazy
ever	ever	ever
met.	met.	control.,1
I	I	I
don't	don't	don't
know	know	know
what	what	what
will	will	will
happen	happen	Sad
after	after	after
pro	pro	pro
football,	football,	investigate
but	but	but
he	he	he
can	can	can
do	do	do
a	a	a
lot	lot	lot
of	of	of
special	special	wife
things	things	things
in	in	in
life.	life.	life.
He	He	He
is	is	is
what	what	what
you	you	you
want	want	want
a	a	a
Duke	Duke	Scandals
football	football	football
player	player	time...
to	to	to
be,	be,	old,1
no	no	no
if,	if,	week,1
ands	ands	❤
or	or	or
buts	buts	“conservatives”
about	about	about
it,""	it,""	discovered
@USER	@USER	@USER
URL",0	URL",0	URL",0
----------
84900,"#Spending.	84900,"#Spending.	Fund”
Don't	Don't	96893,@USER
speed	speed	receivers
all	all	all
of	of	of
your	your	your
money.	money.	money.
If	If	If
you	you	you
are	are	are
not	not	not
saving	saving	LIE
atlest	atlest	asinine.
15%	15%	84999,@USER
		
of	of	of
what	what	what
you	you	you
earn,	earn,	sure.,0
		
start	start	start
today.	today.	today.
		
Look	Look	Look
at	at	at
your	your	your
income	income	Easy
and	and	and
expenses,	expenses,	#Pedo's
find	find	find
out	out	out
where	where	THIS
you	you	you
can	can	can
start	start	start
to	to	to
cut	cut	cut
back	back	back
and	and	and
get	get	get
15%	15%	84999,@USER
you	you	you
save.",0	save.",0	whistle.
----------
45147,"#Jenelle	45147,"#Jenelle	ABOUT
wants	wants	wants
the	the	the
world	world	world
to	to	to
know	know	know
she	she	she
is	is	is
in	in	in
a	a	a
bikini.	bikini.	#BigTech,0
Oh,	Oh,	career
and	and	and
to	to	to
pray	pray	DNC
for	for	for
NC.	NC.	GOOBER,0
😒	😒	spouting
URL",0	URL",0	URL",0
----------
58287,@USER	58287,@USER	seriously
To	To	To
demonstrate	demonstrate	spirit
how	how	how
wholly	wholly	late]""",0
incapable	incapable	incapable
of	of	of
carrying	carrying	Russian
a	a	a
thought	thought	thought
to	to	to
its	its	its
logical	logical	UNTIL
conclusion	conclusion	11618,@USER
she	she	she
is?,1	is?,1	hypocrisy
----------
44599,#UglyIsTheNewPretty	44599,#UglyIsTheNewPretty	98510,@USER
💜💜💜	💜💜💜	puck!,0
Don't	Don't	96893,@USER
let	let	let
ppl	ppl	ppl
tell	tell	tell
you	you	you
how	how	how
to	to	to
look	look	look
or	or	or
how	how	how
to	to	to
be!	be!	Creepy
The	The	The
ultimate	ultimate	wasting
power	power	power
is	is	is
projecting	projecting	WOMEN
yourself	yourself	Everyone
and	and	and
laughing	laughing	house.
at	at	at
the	the	the
projections	projections	on.
of	of	of
others	others	others
YOU	YOU	YOU
ARE	ARE	ARE
AN	AN	think.
